Year,Date,G#,Week,Age,Tm,Opp,GS,Scoring_XPM,Scoring_XPA,Scoring_XP%,Scoring_FGM,Scoring_FGA,Scoring_FG%,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Blck,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Win,Score,Opp Score,Player
2003,2003-11-27,12,13,23.242,DAL,MIA,False,3,3,100.0,,,,0,3,0.0,,,,,,0,0,,,,,,,,,False,False,21,40,Billy Cundiff
2003,2003-12-07,13,14,23.252,DAL,PHI,False,1,1,100.0,1,1,100.0,0,4,0.0,,,,,,0,0,,0,,,,,,,True,False,10,36,Billy Cundiff
2003,2003-12-14,14,15,23.259,DAL,WAS,False,3,3,100.0,2,3,66.7,0,9,0.0,,,,,,0,0,,0,,,,,,,True,True,27,0,Billy Cundiff
2003,2003-12-21,15,16,23.266,DAL,NYG,False,1,1,100.0,4,4,100.0,0,13,0.0,,,,,,0,0,,0,,,,,,,False,True,19,3,Billy Cundiff
2003,2003-12-28,16,17,23.273,DAL,NOR,False,1,1,100.0,,,,0,1,0.0,,,,,,0,0,,,,,,,,,True,False,7,13,Billy Cundiff
2004,2004-09-12,1,1,24.166,DAL,MIN,False,2,2,100.0,1,1,100.0,0,5,0.0,,,,,,0,0,,0,,,,,,,True,False,17,35,Billy Cundiff
2004,2004-09-19,2,2,24.173,DAL,CLE,False,2,2,100.0,1,2,50.0,0,5,0.0,,,,,,0,0,,0,,,,,,,False,True,19,12,Billy Cundiff
2004,2004-09-27,3,3,24.181,DAL,WAS,False,3,3,100.0,,,,0,3,0.0,,,,,,0,0,,,,,,,,,True,True,21,18,Billy Cundiff
2004,2004-10-10,4,5,24.194,DAL,NYG,False,1,1,100.0,1,2,50.0,0,4,0.0,,,,,,0,0,,0,,,,,,,False,False,10,26,Billy Cundiff
2004,2004-10-17,5,6,24.201,DAL,PIT,False,2,2,100.0,2,2,100.0,0,8,0.0,,,,,,0,0,,0,,,,,,,False,False,20,24,Billy Cundiff
2004,2004-10-24,6,7,24.208,DAL,GNB,False,2,2,100.0,2,2,100.0,0,8,0.0,1,0,1,0,,0,0,,0,,,,,,,True,False,20,41,Billy Cundiff
2004,2004-10-31,7,8,24.215,DAL,DET,False,4,4,100.0,1,1,100.0,0,7,0.0,,,,,,0,0,,0,,,,,,,False,True,31,21,Billy Cundiff
2004,2004-11-07,8,9,24.222,DAL,CIN,False,,,,1,1,100.0,0,3,0.0,,,,,,0,0,,0,,,,,,,True,False,3,26,Billy Cundiff
2004,2004-11-15,9,10,24.230,DAL,PHI,False,3,3,100.0,,,,0,3,0.0,,,,,,0,0,,,,,,,,,False,False,21,49,Billy Cundiff
2004,2004-11-21,10,11,24.236,DAL,BAL,False,1,1,100.0,1,2,50.0,0,4,0.0,,,,,,0,0,,0,,,,,,,True,False,10,30,Billy Cundiff
2004,2004-11-25,11,12,24.240,DAL,CHI,False,3,3,100.0,,1,0.0,0,3,0.0,,,,,,0,0,,0,,,,,,,False,True,21,7,Billy Cundiff
2004,2004-12-06,12,13,24.251,DAL,SEA,False,4,4,100.0,3,3,100.0,0,13,0.0,,,,,,0,0,,0,,,,,,,True,True,43,39,Billy Cundiff
2004,2004-12-12,13,14,24.257,DAL,NOR,False,1,1,100.0,2,3,66.7,0,7,0.0,1,0,1,0,,0,0,,0,,,,,,,False,False,13,27,Billy Cundiff
2004,2004-12-19,14,15,24.264,DAL,PHI,False,1,1,100.0,,1,0.0,0,1,0.0,,,,,,0,0,,0,,,,,,,True,False,7,12,Billy Cundiff
2004,2004-12-26,15,16,24.271,DAL,WAS,False,1,1,100.0,2,2,100.0,0,7,0.0,,,,,,0,0,,0,,,,,,,False,True,13,10,Billy Cundiff
2004,2005-01-02,16,17,24.278,DAL,NYG,False,1,1,100.0,3,3,100.0,0,10,0.0,0,0,0,0,,1,34,34.00,0,,,,,,,True,False,24,28,Billy Cundiff
2005,2005-11-20,10,11,25.235,DAL,DET,False,2,2,100.0,2,2,100.0,0,8,0.0,,,,,,0,0,,0,,,,,,,False,True,20,7,Billy Cundiff
2005,2005-11-24,11,12,25.239,DAL,DEN,False,3,3,100.0,,1,0.0,0,3,0.0,,,,,,0,0,,0,,,,,,,False,False,21,24,Billy Cundiff
2005,2005-12-04,12,13,25.249,DAL,NYG,False,1,1,100.0,1,1,100.0,0,4,0.0,,,,,,0,0,,0,,,,,,,True,False,10,17,Billy Cundiff
2005,2005-12-11,13,14,25.256,DAL,KAN,False,4,4,100.0,1,1,100.0,0,7,0.0,,,,,,1,35,35.00,0,,,,,,,False,True,31,28,Billy Cundiff
2005,2005-12-18,14,15,25.263,DAL,WAS,False,1,1,100.0,,1,0.0,0,1,0.0,,,,,,0,0,,0,,,,,,,True,False,7,35,Billy Cundiff
2005,2005-12-24,15,16,25.269,DAL,CAR,False,3,3,100.0,1,2,50.0,0,6,0.0,,,,,,0,0,,0,,,,,,,True,True,24,20,Billy Cundiff
2006,2006-12-24,15,16,26.269,NOR,NYG,False,,,,,1,0.0,0,0,0.0,,,,,,0,0,,0,,,,,,,True,True,30,7,Billy Cundiff
2009,2009-09-27,3,3,29.181,CLE,BAL,False,,,,1,1,100.0,0,3,0.0,0,0,0,,,0,0,,0,,,,,,,True,False,3,34,Billy Cundiff
2009,2009-10-04,4,4,29.188,CLE,CIN,False,2,2,100.0,2,2,100.0,0,8,0.0,0,0,0,,,0,0,,0,,,,,,,False,False,20,23,Billy Cundiff
2009,2009-10-11,5,5,29.195,CLE,BUF,False,,,,2,2,100.0,0,6,0.0,0,0,0,,,0,0,,0,,,,,,,True,True,6,3,Billy Cundiff
2009,2009-10-18,6,6,29.202,CLE,PIT,False,2,2,100.0,,,,0,2,0.0,0,0,0,,,0,0,,0,,,,,,,True,False,14,27,Billy Cundiff
2009,2009-10-25,7,7,29.209,CLE,GNB,False,,,,1,1,100.0,0,3,0.0,0,0,0,,,0,0,,0,,,,,,,False,False,3,31,Billy Cundiff
2009,2009-11-01,8,8,,CLE,CHI,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,False,6,30,Billy Cundiff
2009,2009-11-22,10,11,29.237,BAL,IND,False,,,,5,6,83.3,0,15,0.0,0,0,0,,,0,0,,0,,,,,,,False,False,15,17,Billy Cundiff
2009,2009-11-29,11,12,29.244,BAL,PIT,False,2,2,100.0,2,3,66.7,0,8,0.0,0,0,0,,,0,0,,0,,,,,,,False,True,20,17,Billy Cundiff
2009,2009-12-07,12,13,29.252,BAL,GNB,False,2,2,100.0,,,,0,2,0.0,0,0,0,,,0,0,,0,,,,,,,True,False,14,27,Billy Cundiff
2009,2009-12-13,13,14,29.258,BAL,DET,False,6,6,100.0,2,2,100.0,0,12,0.0,0,0,0,,,0,0,,0,,,,,,,False,True,48,3,Billy Cundiff
2009,2009-12-20,14,15,29.265,BAL,CHI,False,4,4,100.0,1,2,50.0,0,7,0.0,0,0,0,,,0,0,,0,,,,,,,False,True,31,7,Billy Cundiff
2009,2009-12-27,15,16,29.272,BAL,PIT,False,2,2,100.0,2,2,100.0,0,8,0.0,0,0,0,,,0,0,,0,,,,,,,True,False,20,23,Billy Cundiff
2009,2010-01-03,16,17,29.279,BAL,OAK,False,3,3,100.0,,2,0.0,0,3,0.0,0,0,0,,,0,0,,0,,,,,,,True,True,21,13,Billy Cundiff
2010,2010-09-13,1,1,30.167,BAL,NYJ,False,1,1,100.0,1,1,100.0,0,4,0.0,0,0,0,,,0,0,,0,,,,,,,True,True,10,9,Billy Cundiff
2010,2010-09-19,2,2,30.173,BAL,CIN,False,1,1,100.0,1,1,100.0,0,4,0.0,0,0,0,,,0,0,,0,,,,,,,True,False,10,15,Billy Cundiff
2010,2010-09-26,3,3,30.180,BAL,CLE,False,3,3,100.0,1,2,50.0,0,6,0.0,0,0,0,,,0,0,,0,,,,,,,False,True,24,17,Billy Cundiff
2010,2010-10-03,4,4,30.187,BAL,PIT,False,2,2,100.0,1,2,50.0,0,5,0.0,0,0,0,,,0,0,,0,,,,,,,True,True,17,14,Billy Cundiff
2010,2010-10-10,5,5,30.194,BAL,DEN,False,4,4,100.0,1,1,100.0,0,7,0.0,0,0,0,,,0,0,,0,,,,,,,False,True,31,17,Billy Cundiff
2010,2010-10-17,6,6,30.201,BAL,NWE,False,2,2,100.0,2,2,100.0,0,8,0.0,0,0,0,,,0,0,,0,,,,,,,True,False,20,23,Billy Cundiff
2010,2010-10-24,7,7,30.208,BAL,BUF,False,4,4,100.0,3,3,100.0,0,13,0.0,0,0,0,,,0,0,,0,,,,,,,False,True,37,34,Billy Cundiff
2010,2010-11-07,8,9,30.222,BAL,MIA,False,2,2,100.0,4,5,80.0,0,14,0.0,0,0,0,,,0,0,,0,,,,,,,False,True,26,10,Billy Cundiff
2010,2010-11-11,9,10,30.226,BAL,ATL,False,3,3,100.0,,,,0,3,0.0,0,0,0,,,0,0,,0,,,,,,,True,False,21,26,Billy Cundiff
2010,2010-11-21,10,11,30.236,BAL,CAR,False,4,4,100.0,3,3,100.0,0,13,0.0,0,0,0,,,0,0,,0,,,,,,,True,True,37,13,Billy Cundiff
2010,2010-11-28,11,12,30.243,BAL,TAM,False,2,2,100.0,1,1,100.0,0,5,0.0,1,0,1,0,0,0,0,,0,,,,,,,False,True,17,10,Billy Cundiff
2010,2010-12-05,12,13,30.250,BAL,PIT,False,1,1,100.0,1,1,100.0,0,4,0.0,0,0,0,,,0,0,,0,,,,,,,False,False,10,13,Billy Cundiff
2010,2010-12-13,13,14,30.258,BAL,HOU,False,4,4,100.0,,,,0,4,0.0,0,0,0,,,0,0,,0,,,,,,,True,True,34,28,Billy Cundiff
2010,2010-12-19,14,15,30.264,BAL,NOR,False,3,3,100.0,3,3,100.0,0,12,0.0,0,0,0,,,0,0,,0,,,,,,,False,True,30,24,Billy Cundiff
2010,2010-12-26,15,16,30.271,BAL,CLE,False,2,2,100.0,2,2,100.0,0,8,0.0,0,0,0,,,0,0,,0,,,,,,,True,True,20,10,Billy Cundiff
2010,2011-01-02,16,17,30.278,BAL,CIN,False,1,1,100.0,2,2,100.0,0,7,0.0,0,0,0,,,0,0,,0,,,,,,,False,True,13,7,Billy Cundiff
2011,2011-09-11,1,1,31.165,BAL,PIT,False,3,3,100.0,2,2,100.0,0,9,0.0,0,0,0,,,0,0,,0,,,,,,,False,True,35,7,Billy Cundiff
2011,2011-09-18,2,2,31.172,BAL,TEN,False,1,1,100.0,2,2,100.0,0,7,0.0,0,0,0,,,0,0,,0,,,,,,,True,False,13,26,Billy Cundiff
2011,2011-09-25,3,3,31.179,BAL,STL,False,4,4,100.0,3,5,60.0,0,13,0.0,0,0,0,,,0,0,,0,,,,,,,True,True,37,7,Billy Cundiff
2011,2011-10-02,4,4,31.186,BAL,NYJ,False,4,4,100.0,2,2,100.0,0,10,0.0,0,0,0,,,0,0,,0,,,,,,,False,True,34,17,Billy Cundiff
2011,2011-10-16,5,6,31.200,BAL,HOU,False,2,2,100.0,5,5,100.0,0,17,0.0,0,0,0,,,0,0,,0,,,,,,,False,True,29,14,Billy Cundiff
2011,2011-10-24,6,7,31.208,BAL,JAX,False,1,1,100.0,,1,0.0,0,1,0.0,0,0,0,,,0,0,,0,,,,,,,True,False,7,12,Billy Cundiff
2011,2011-10-30,7,8,31.214,BAL,ARI,False,3,3,100.0,3,3,100.0,0,12,0.0,0,0,0,,,0,0,,0,,,,,,,False,True,30,27,Billy Cundiff
2011,2011-11-06,8,9,31.221,BAL,PIT,False,2,2,100.0,3,4,75.0,0,11,0.0,0,0,0,,,0,0,,0,,,,,,,True,True,23,20,Billy Cundiff
2011,2011-11-13,9,10,31.228,BAL,SEA,False,2,2,100.0,1,3,33.3,0,5,0.0,0,0,0,,,0,0,,0,,,,,,,True,False,17,22,Billy Cundiff
2011,2011-11-20,10,11,31.235,BAL,CIN,False,4,4,100.0,1,1,100.0,0,7,0.0,0,0,0,,,0,0,,0,,,,,,,False,True,31,24,Billy Cundiff
2011,2011-11-24,11,12,31.239,BAL,SFO,False,1,1,100.0,3,3,100.0,0,10,0.0,0,0,0,,,0,0,,0,,,,,,,False,True,16,6,Billy Cundiff
2011,2011-12-04,12,13,31.249,BAL,CLE,False,3,3,100.0,1,3,33.3,0,6,0.0,0,0,0,,,0,0,,0,,,,,,,True,True,24,10,Billy Cundiff
2011,2011-12-11,13,14,31.256,BAL,IND,False,3,3,100.0,1,1,100.0,0,6,0.0,0,0,0,,,0,0,,0,,,,,,,False,True,24,10,Billy Cundiff
2011,2011-12-18,14,15,31.263,BAL,SDG,False,2,2,100.0,,1,0.0,0,2,0.0,0,0,0,,,0,0,,0,,,,,,,True,False,14,34,Billy Cundiff
2011,2011-12-24,15,16,,BAL,CLE,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,True,20,14,Billy Cundiff
2011,2012-01-01,16,17,31.277,BAL,CIN,False,3,3,100.0,1,1,100.0,0,6,0.0,0,0,0,,,0,0,,0,,,,,,,True,True,24,16,Billy Cundiff
2012,2012-09-09,1,1,32.163,WAS,NOR,False,4,4,100.0,4,4,100.0,0,16,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,17,44%,True,True,40,32,Billy Cundiff
2012,2012-09-16,2,2,32.170,WAS,STL,False,4,4,100.0,,1,0.0,0,4,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,10,31%,True,False,28,31,Billy Cundiff
2012,2012-09-23,3,3,32.177,WAS,CIN,False,4,4,100.0,1,1,100.0,0,7,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,11,30%,False,False,31,38,Billy Cundiff
2012,2012-09-30,4,4,32.184,WAS,TAM,False,3,3,100.0,1,4,25.0,0,6,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,12,35%,True,True,24,22,Billy Cundiff
2012,2012-10-07,5,5,32.191,WAS,ATL,False,2,2,100.0,1,2,50.0,0,5,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,8,28%,False,False,17,24,Billy Cundiff
2013,2013-09-08,1,1,33.162,CLE,MIA,False,1,1,100.0,1,1,100.0,0,4,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,5,18%,False,False,10,23,Billy Cundiff
2013,2013-09-15,2,2,33.169,CLE,BAL,False,,,,2,2,100.0,0,6,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,5,19%,True,False,6,14,Billy Cundiff
2013,2013-09-22,3,3,33.176,CLE,MIN,False,3,3,100.0,1,1,100.0,0,6,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,10,28%,True,True,31,27,Billy Cundiff
2013,2013-09-29,4,4,33.183,CLE,CIN,False,2,2,100.0,1,3,33.3,0,5,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,5,22%,False,True,17,6,Billy Cundiff
2013,2013-10-03,5,5,33.187,CLE,BUF,False,4,4,100.0,3,3,100.0,0,13,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,15,38%,False,True,37,24,Billy Cundiff
2013,2013-10-13,6,6,33.197,CLE,DET,False,2,2,100.0,1,1,100.0,0,5,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,7,24%,False,False,17,31,Billy Cundiff
2013,2013-10-20,7,7,33.204,CLE,GNB,False,1,1,100.0,2,2,100.0,0,7,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,8,27%,True,False,13,31,Billy Cundiff
2013,2013-10-27,8,8,33.211,CLE,KAN,False,2,2,100.0,1,1,100.0,0,5,0.0,0,0,0,0,0,0,0,,0,0,0%,0,0%,7,23%,True,False,17,23,Billy Cundiff
2013,2013-11-03,9,9,33.218,CLE,BAL,False,3,3,100.0,1,1,100.0,0,6,0.0,0,0,0,,,1,34,34.00,0,0,0%,0,0%,10,34%,False,True,24,18,Billy Cundiff
2013,2013-11-17,10,11,33.232,CLE,CIN,False,2,2,100.0,2,2,100.0,0,8,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,9,22%,True,False,20,41,Billy Cundiff
2013,2013-11-24,11,12,33.239,CLE,PIT,False,,,,1,2,50.0,0,3,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,5,19%,False,False,11,27,Billy Cundiff
2013,2013-12-01,12,13,33.246,CLE,JAX,False,4,4,100.0,,1,0.0,0,4,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,10,29%,False,False,28,32,Billy Cundiff
2013,2013-12-08,13,14,33.253,CLE,NWE,False,2,2,100.0,2,3,66.7,0,8,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,10,32%,True,False,26,27,Billy Cundiff
2013,2013-12-15,14,15,33.260,CLE,CHI,False,4,4,100.0,1,1,100.0,0,7,0.0,1,0,1,0,0,0,0,,0,0,0%,0,0%,11,32%,False,False,31,38,Billy Cundiff
2013,2013-12-22,15,16,33.267,CLE,NYJ,False,1,1,100.0,2,2,100.0,0,7,0.0,0,0,0,0,0,0,0,,0,0,0%,0,0%,7,30%,True,False,13,24,Billy Cundiff
2013,2013-12-29,16,17,33.274,CLE,PIT,False,1,1,100.0,,,,0,1,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,3,14%,True,False,7,20,Billy Cundiff
2014,2014-09-07,1,1,34.161,CLE,PIT,False,3,3,100.0,2,2,100.0,0,9,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,11,31%,True,False,27,30,Billy Cundiff
2014,2014-09-14,2,2,34.168,CLE,NOR,False,2,2,100.0,2,2,100.0,0,8,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,12,39%,False,True,26,24,Billy Cundiff
2014,2014-09-21,3,3,34.175,CLE,BAL,False,3,3,100.0,,2,0.0,0,3,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,9,35%,False,False,21,23,Billy Cundiff
2014,2014-10-05,4,5,34.189,CLE,TEN,False,3,3,100.0,2,2,100.0,0,9,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,11,37%,True,True,29,28,Billy Cundiff
2014,2014-10-12,5,6,34.196,CLE,PIT,False,4,4,100.0,1,1,100.0,0,7,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,11,37%,False,True,31,10,Billy Cundiff
2014,2014-10-19,6,7,34.203,CLE,JAX,False,,,,2,2,100.0,0,6,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,5,17%,True,False,6,24,Billy Cundiff
2014,2014-10-26,7,8,34.210,CLE,OAK,False,2,2,100.0,3,3,100.0,0,11,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,12,36%,False,True,23,13,Billy Cundiff
2014,2014-11-02,8,9,34.217,CLE,TAM,False,1,1,100.0,3,3,100.0,0,10,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,9,33%,False,True,22,17,Billy Cundiff
2014,2014-11-06,9,10,34.221,CLE,CIN,False,3,3,100.0,1,2,50.0,0,6,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,10,36%,True,True,24,3,Billy Cundiff
2014,2014-11-16,10,11,34.231,CLE,HOU,False,1,1,100.0,,1,0.0,0,1,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,4,14%,False,False,7,23,Billy Cundiff
2014,2014-11-23,11,12,34.238,CLE,ATL,False,2,2,100.0,4,5,80.0,0,14,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,13,48%,True,True,26,24,Billy Cundiff
2014,2014-11-30,12,13,34.245,CLE,BUF,False,1,1,100.0,1,2,50.0,0,4,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,6,19%,True,False,10,26,Billy Cundiff
2014,2014-12-07,13,14,34.252,CLE,IND,False,3,3,100.0,1,2,50.0,0,6,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,10,29%,False,False,24,25,Billy Cundiff
2015,2015-10-11,5,5,35.195,BUF,TEN,False,,,,,,,0,0,0.0,0,0,0,,,0,0,,0,0,0%,0,0%,4,15%,True,True,14,13,Billy Cundiff
,132 Games,,,,,,False,277,278,99.6,182,239,76.2,0,823,0.0,5,0,5,0,0,4,135,33.75,0,,,,,,,False,False,65,0,Billy Cundiff
