Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Scoring_XPM,Scoring_XPA,Scoring_XP%,Scoring_FGM,Scoring_FGA,Scoring_FG%,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player
2009,2009-12-20,14,15,25.108,GNB,@,PIT,L 36-37,False,4,4,100.0,,1,0.0,0,4,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,Mason Crosby
2009,2009-12-27,15,16,25.115,GNB,,SEA,W 48-10,False,6,6,100.0,2,2,100.0,0,12,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Mason Crosby
2009,2010-01-03,16,17,25.122,GNB,@,ARI,W 33-7,False,4,4,100.0,1,1,100.0,0,7,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,Mason Crosby
2010,2010-09-12,1,1,26.009,GNB,@,PHI,W 27-20,False,3,3,100.0,2,2,100.0,0,9,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,Mason Crosby
2010,2010-09-19,2,2,26.016,GNB,,BUF,W 34-7,False,4,4,100.0,2,2,100.0,0,10,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Mason Crosby
2010,2010-09-27,3,3,26.024,GNB,@,CHI,L 17-20,False,2,2,100.0,1,2,50.0,0,5,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,True,Mason Crosby
2010,2010-10-03,4,4,26.030,GNB,,DET,W 28-26,False,4,4,100.0,,,,0,4,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Mason Crosby
2010,2010-10-10,5,5,26.037,GNB,@,WAS,L 13-16,False,1,1,100.0,2,4,50.0,0,7,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,Mason Crosby
2010,2010-10-17,6,6,26.044,GNB,,MIA,L 20-23,False,2,2,100.0,2,2,100.0,0,8,0.0,1,0,1,0,0,0,,0,0,0,0,,,,,,,False,Mason Crosby
2010,2010-10-24,7,7,26.051,GNB,,MIN,W 28-24,False,4,4,100.0,,,,0,4,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Mason Crosby
2010,2010-10-31,8,8,26.058,GNB,@,NYJ,W 9-0,False,,,,3,4,75.0,0,9,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,Mason Crosby
2010,2010-11-07,9,9,26.065,GNB,,DAL,W 45-7,False,6,6,100.0,1,2,50.0,0,9,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Mason Crosby
2010,2010-11-21,10,11,26.079,GNB,@,MIN,W 31-3,False,4,4,100.0,1,1,100.0,0,7,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,Mason Crosby
2010,2010-11-28,11,12,26.086,GNB,@,ATL,L 17-20,False,2,2,100.0,1,1,100.0,0,5,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,Mason Crosby
2010,2010-12-05,12,13,26.093,GNB,,SFO,W 34-16,False,4,4,100.0,2,3,66.7,0,10,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Mason Crosby
2010,2010-12-12,13,14,26.100,GNB,@,DET,L 3-7,False,,,,1,1,100.0,0,3,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,Mason Crosby
2010,2010-12-19,14,15,26.107,GNB,@,NWE,L 27-31,False,3,3,100.0,2,2,100.0,0,9,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,Mason Crosby
2010,2010-12-26,15,16,26.114,GNB,,NYG,W 45-17,False,6,6,100.0,1,1,100.0,0,9,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Mason Crosby
2010,2011-01-02,16,17,26.121,GNB,,CHI,W 10-3,False,1,1,100.0,1,1,100.0,0,4,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,False,Mason Crosby
2011,2011-09-08,1,1,27.005,GNB,,NOR,W 42-34,False,6,6,100.0,,,,0,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Mason Crosby
2011,2011-09-18,2,2,27.015,GNB,@,CAR,W 30-23,False,3,3,100.0,3,3,100.0,0,12,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,Mason Crosby
2011,2011-09-25,3,3,27.022,GNB,@,CHI,W 27-17,False,3,3,100.0,2,2,100.0,0,9,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,True,Mason Crosby
2011,2011-10-02,4,4,27.029,GNB,,DEN,W 49-23,False,7,7,100.0,,,,0,7,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Mason Crosby
2011,2011-10-09,5,5,27.036,GNB,@,ATL,W 25-14,False,1,1,100.0,4,4,100.0,0,13,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,Mason Crosby
2011,2011-10-16,6,6,27.043,GNB,,STL,W 24-3,False,3,3,100.0,1,1,100.0,0,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Mason Crosby
2011,2011-10-23,7,7,27.050,GNB,@,MIN,W 33-27,False,3,3,100.0,4,4,100.0,0,15,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,True,Mason Crosby
2011,2011-11-06,8,9,27.064,GNB,@,SDG,W 45-38,False,6,6,100.0,1,1,100.0,0,9,0.0,1,0,1,0,0,0,,0,0,0,0,,,,,,,True,Mason Crosby
2011,2011-11-14,9,10,27.072,GNB,,MIN,W 45-7,False,6,6,100.0,1,1,100.0,0,9,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Mason Crosby
2011,2011-11-20,10,11,27.078,GNB,,TAM,W 35-26,False,5,5,100.0,,1,0.0,0,5,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Mason Crosby
2011,2011-11-24,11,12,27.082,GNB,@,DET,W 27-15,False,3,3,100.0,2,2,100.0,0,9,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,Mason Crosby
2011,2011-12-04,12,13,27.092,GNB,@,NYG,W 38-35,False,5,5,100.0,1,2,50.0,0,8,0.0,1,0,1,0,0,0,,0,0,0,0,,,,,,,True,Mason Crosby
2011,2011-12-11,13,14,27.099,GNB,,OAK,W 46-16,False,4,5,80.0,4,4,100.0,0,16,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Mason Crosby
2011,2011-12-18,14,15,27.106,GNB,@,KAN,L 14-19,False,2,2,100.0,,1,0.0,0,2,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,Mason Crosby
2011,2011-12-25,15,16,27.113,GNB,,CHI,W 35-21,False,5,5,100.0,,,,0,5,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Mason Crosby
2011,2012-01-01,16,17,27.120,GNB,,DET,W 45-41,False,6,6,100.0,1,2,50.0,0,9,0.0,0,1,1,0,0,0,,0,1,2,0,,,,,,,False,Mason Crosby
2012,2012-09-09,1,1,28.006,GNB,,SFO,L 22-30,False,2,2,100.0,,,,0,2,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,6,21%,False,Mason Crosby
2012,2012-09-13,2,2,28.010,GNB,,CHI,W 23-10,False,2,2,100.0,3,3,100.0,0,11,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,11,41%,False,Mason Crosby
2012,2012-09-24,3,3,28.021,GNB,@,SEA,L 12-14,False,,,,2,2,100.0,0,6,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,6,26%,True,Mason Crosby
2012,2012-09-30,4,4,28.027,GNB,,NOR,W 28-27,False,4,4,100.0,,,,0,4,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,10,32%,False,Mason Crosby
2012,2012-10-07,5,5,28.034,GNB,@,IND,L 27-30,False,3,3,100.0,,2,0.0,0,3,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,10,29%,True,Mason Crosby
2012,2012-10-14,6,6,28.041,GNB,@,HOU,W 42-24,False,6,6,100.0,,,,0,6,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,14,42%,True,Mason Crosby
2012,2012-10-21,7,7,28.048,GNB,@,STL,W 30-20,False,3,3,100.0,3,4,75.0,0,12,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,14,48%,True,Mason Crosby
2012,2012-10-28,8,8,28.055,GNB,,JAX,W 24-15,False,3,3,100.0,1,2,50.0,0,6,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,11,37%,False,Mason Crosby
2012,2012-11-04,9,9,28.062,GNB,,ARI,W 31-17,False,4,4,100.0,1,2,50.0,0,7,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,12,36%,False,Mason Crosby
2012,2012-11-18,10,11,28.076,GNB,@,DET,W 24-20,False,3,3,100.0,1,3,33.3,0,6,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,11,41%,True,Mason Crosby
2012,2012-11-25,11,12,28.083,GNB,@,NYG,L 10-38,False,1,1,100.0,1,2,50.0,0,4,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,6,23%,True,Mason Crosby
2012,2012-12-02,12,13,28.090,GNB,,MIN,W 23-14,False,2,2,100.0,3,4,75.0,0,11,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,12,43%,False,Mason Crosby
2012,2012-12-09,13,14,28.097,GNB,,DET,W 27-20,False,3,3,100.0,2,3,66.7,0,9,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,12,44%,False,Mason Crosby
2012,2012-12-16,14,15,28.104,GNB,@,CHI,W 21-13,False,3,3,100.0,,2,0.0,0,3,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,9,32%,True,Mason Crosby
2012,2012-12-23,15,16,28.111,GNB,,TEN,W 55-7,False,7,7,100.0,2,2,100.0,0,13,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,19,58%,False,Mason Crosby
2012,2012-12-30,16,17,28.118,GNB,@,MIN,L 34-37,False,4,4,100.0,2,2,100.0,0,10,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0%,0,0%,12,38%,True,Mason Crosby
2013,2013-09-08,1,1,29.005,GNB,@,SFO,L 28-34,False,4,4,100.0,,,,0,4,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,4,12%,True,Mason Crosby
2013,2013-09-15,2,2,29.012,GNB,,WAS,W 38-20,False,5,5,100.0,1,1,100.0,0,8,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,6,21%,False,Mason Crosby
2013,2013-09-22,3,3,29.019,GNB,@,CIN,L 30-34,False,3,3,100.0,3,3,100.0,0,12,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,6,20%,True,Mason Crosby
2013,2013-10-06,4,5,29.033,GNB,,DET,W 22-9,False,1,1,100.0,5,5,100.0,0,16,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,6,23%,False,Mason Crosby
2013,2013-10-13,5,6,29.040,GNB,@,BAL,W 19-17,False,1,1,100.0,4,5,80.0,0,13,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,6,18%,True,Mason Crosby
2013,2013-10-20,6,7,29.047,GNB,,CLE,W 31-13,False,4,4,100.0,1,2,50.0,0,7,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,8,27%,False,Mason Crosby
2013,2013-10-27,7,8,29.054,GNB,@,MIN,W 44-31,False,5,5,100.0,3,3,100.0,0,14,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,16,50%,True,Mason Crosby
2013,2013-11-04,8,9,29.062,GNB,,CHI,L 20-27,False,2,2,100.0,2,2,100.0,0,8,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,9,29%,False,Mason Crosby
2013,2013-11-10,9,10,29.068,GNB,,PHI,L 13-27,False,1,1,100.0,2,4,50.0,0,7,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,9,36%,False,Mason Crosby
2013,2013-11-17,10,11,29.075,GNB,@,NYG,L 13-27,False,1,1,100.0,2,2,100.0,0,7,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,6,21%,True,Mason Crosby
2013,2013-11-24,11,12,29.082,GNB,,MIN,T 26-26,False,2,2,100.0,2,2,100.0,0,8,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,10,26%,False,Mason Crosby
2013,2013-11-28,12,13,29.086,GNB,@,DET,L 10-40,False,1,1,100.0,1,1,100.0,0,4,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,5,19%,True,Mason Crosby
2013,2013-12-08,13,14,29.096,GNB,,ATL,W 22-21,False,1,1,100.0,3,3,100.0,0,10,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,10,40%,False,Mason Crosby
2013,2013-12-15,14,15,29.103,GNB,@,DAL,W 37-36,False,4,4,100.0,1,1,100.0,0,7,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,12,34%,True,Mason Crosby
2013,2013-12-22,15,16,29.110,GNB,,PIT,L 31-38,False,4,4,100.0,1,1,100.0,0,7,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0%,0,0%,12,32%,False,Mason Crosby
2013,2013-12-29,16,17,29.117,GNB,@,CHI,W 33-28,False,3,3,100.0,2,2,100.0,0,9,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0%,0,0%,12,44%,True,Mason Crosby
2014,2014-09-04,1,1,30.001,GNB,@,SEA,L 16-36,False,1,1,100.0,1,1,100.0,0,4,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,6,22%,True,Mason Crosby
2014,2014-09-14,2,2,30.011,GNB,,NYJ,W 31-24,False,2,2,100.0,3,3,100.0,0,11,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,12,40%,False,Mason Crosby
2014,2014-09-21,3,3,30.018,GNB,@,DET,L 7-19,False,1,1,100.0,,,,0,1,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,3,15%,True,Mason Crosby
2014,2014-09-28,4,4,30.025,GNB,@,CHI,W 38-17,False,5,5,100.0,1,2,50.0,0,8,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,16,70%,True,Mason Crosby
2014,2014-10-02,5,5,30.029,GNB,,MIN,W 42-10,False,6,6,100.0,,,,0,6,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,13,42%,False,Mason Crosby
2014,2014-10-12,6,6,30.039,GNB,@,MIA,W 27-24,False,3,3,100.0,2,2,100.0,0,9,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0%,0,0%,11,39%,True,Mason Crosby
2014,2014-10-19,7,7,30.046,GNB,,CAR,W 38-17,False,5,5,100.0,1,1,100.0,0,8,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,13,41%,False,Mason Crosby
2014,2014-10-26,8,8,30.053,GNB,@,NOR,L 23-44,False,2,2,100.0,3,3,100.0,0,11,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,11,41%,True,Mason Crosby
2014,2014-11-09,9,10,30.067,GNB,,CHI,W 55-14,False,7,7,100.0,2,2,100.0,0,13,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,19,59%,False,Mason Crosby
2014,2014-11-16,10,11,30.074,GNB,,PHI,W 53-20,False,5,6,83.3,2,3,66.7,0,11,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,20,59%,False,Mason Crosby
2014,2014-11-23,11,12,30.081,GNB,@,MIN,W 24-21,False,3,3,100.0,1,1,100.0,0,6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,9,36%,True,Mason Crosby
2014,2014-11-30,12,13,30.088,GNB,,NWE,W 26-21,False,2,2,100.0,4,5,80.0,0,14,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,14,52%,False,Mason Crosby
2014,2014-12-08,13,14,30.096,GNB,,ATL,W 43-37,False,4,5,80.0,3,3,100.0,0,13,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0%,0,0%,17,52%,False,Mason Crosby
2014,2014-12-14,14,15,30.102,GNB,@,BUF,L 13-21,False,1,1,100.0,2,3,66.7,0,7,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,9,26%,True,Mason Crosby
2014,2014-12-21,15,16,30.109,GNB,@,TAM,W 20-3,False,2,2,100.0,2,3,66.7,0,8,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,10,45%,True,Mason Crosby
2014,2014-12-28,16,17,30.116,GNB,,DET,W 30-20,False,4,4,100.0,,1,0.0,0,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,10,42%,False,Mason Crosby
2015,2015-09-13,1,1,31.010,GNB,@,CHI,W 31-23,False,4,4,100.0,1,1,100.0,0,7,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,11,42%,True,Mason Crosby
2015,2015-09-20,2,2,31.017,GNB,,SEA,W 27-17,False,1,1,100.0,4,4,100.0,0,13,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,12,44%,False,Mason Crosby
2015,2015-09-28,3,3,31.025,GNB,,KAN,W 38-28,False,5,5,100.0,1,1,100.0,0,8,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,13,42%,False,Mason Crosby
2015,2015-10-04,4,4,31.031,GNB,@,SFO,W 17-3,False,2,2,100.0,1,2,50.0,0,5,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,8,33%,True,Mason Crosby
2015,2015-10-11,5,5,31.038,GNB,,STL,W 24-10,False,3,3,100.0,1,1,100.0,0,6,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,10,37%,False,Mason Crosby
2015,2015-10-18,6,6,31.045,GNB,,SDG,W 27-20,False,3,3,100.0,2,2,100.0,0,9,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,11,42%,False,Mason Crosby
2015,2015-11-01,7,8,31.059,GNB,@,DEN,L 10-29,False,1,1,100.0,1,1,100.0,0,4,0.0,0,0,0,,,0,0,0,0,0,0,0,0%,0,0%,5,20%,True,Mason Crosby
2015,2015-11-08,8,9,31.066,GNB,@,CAR,L 29-37,False,3,3,100.0,,,,0,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,8,21%,True,Mason Crosby
