Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Scoring_XPM,Scoring_XPA,Scoring_XP%,Scoring_FGM,Scoring_FGA,Scoring_FG%,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player
2007,2007-09-09,1,1,23.006,GNB,,PHI,W 16-13,False,1,1,100.0,3,3,100.0,0,10,0.0,,,,,,0,,0,0,0,0,,,,,,,False,Mason Crosby
2007,2007-09-16,2,2,23.013,GNB,@,NYG,W 35-13,False,5,5,100.0,,1,0.0,0,5,0.0,,,,,,0,,0,0,0,0,,,,,,,True,Mason Crosby
2007,2007-09-23,3,3,23.020,GNB,,SDG,W 31-24,False,4,4,100.0,1,1,100.0,0,7,0.0,,,,,,0,,0,0,0,0,,,,,,,False,Mason Crosby
2007,2007-09-30,4,4,23.027,GNB,@,MIN,W 23-16,False,2,2,100.0,3,3,100.0,0,11,0.0,,,,,,0,,0,0,0,0,,,,,,,True,Mason Crosby
2007,2007-10-07,5,5,23.034,GNB,,CHI,L 20-27,False,2,2,100.0,2,2,100.0,0,8,0.0,,,,,,0,,0,0,0,0,,,,,,,False,Mason Crosby
2007,2007-10-14,6,6,23.041,GNB,,WAS,W 17-14,False,2,2,100.0,1,3,33.3,0,5,0.0,1,0,1,0,0,0,,0,0,0,0,,,,,,,False,Mason Crosby
2007,2007-10-29,7,8,23.056,GNB,@,DEN,W 19-13,False,1,1,100.0,2,2,100.0,0,7,0.0,,,,,,0,,0,0,0,0,,,,,,,True,Mason Crosby
2007,2007-11-04,8,9,23.062,GNB,@,KAN,W 33-22,False,3,3,100.0,4,5,80.0,0,15,0.0,1,0,1,0,0,0,,0,0,0,0,,,,,,,True,Mason Crosby
2007,2007-11-11,9,10,23.069,GNB,,MIN,W 34-0,False,4,4,100.0,2,2,100.0,0,10,0.0,,,,,,0,,0,0,0,0,,,,,,,False,Mason Crosby
2007,2007-11-18,10,11,23.076,GNB,,CAR,W 31-17,False,4,4,100.0,1,3,33.3,0,7,0.0,,,,,,0,,0,0,0,0,,,,,,,False,Mason Crosby
2007,2007-11-22,11,12,23.080,GNB,@,DET,W 37-26,False,4,4,100.0,3,3,100.0,0,13,0.0,,,,,,0,,0,0,0,0,,,,,,,True,Mason Crosby
2007,2007-11-29,12,13,23.087,GNB,@,DAL,L 27-37,False,3,3,100.0,2,2,100.0,0,9,0.0,2,0,2,0,0,0,,0,0,0,0,,,,,,,True,Mason Crosby
2007,2007-12-09,13,14,23.097,GNB,,OAK,W 38-7,False,5,5,100.0,1,3,33.3,0,8,0.0,,,,,,0,,0,0,0,0,,,,,,,False,Mason Crosby
2007,2007-12-16,14,15,23.104,GNB,@,STL,W 33-14,False,3,3,100.0,4,4,100.0,0,15,0.0,,,,,,0,,0,0,0,0,,,,,,,True,Mason Crosby
2007,2007-12-23,15,16,23.111,GNB,@,CHI,L 7-35,False,1,1,100.0,,,,0,1,0.0,,,,,,0,,,0,0,0,,,,,,,True,Mason Crosby
2007,2007-12-30,16,17,23.118,GNB,,DET,W 34-13,False,4,4,100.0,2,2,100.0,0,10,0.0,1,0,1,0,0,0,,0,0,0,0,,,,,,,False,Mason Crosby
2008,2008-09-08,1,1,24.005,GNB,,MIN,W 24-19,False,3,3,100.0,1,2,50.0,0,6,0.0,1,0,1,0,0,0,,0,0,0,0,,,,,,,False,Mason Crosby
2008,2008-09-14,2,2,24.011,GNB,@,DET,W 48-25,False,6,6,100.0,2,2,100.0,0,12,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,Mason Crosby
2008,2008-09-21,3,3,24.018,GNB,,DAL,L 16-27,False,1,1,100.0,3,3,100.0,0,10,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Mason Crosby
2008,2008-09-28,4,4,24.025,GNB,@,TAM,L 21-30,False,3,3,100.0,,,,0,3,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,Mason Crosby
2008,2008-10-05,5,5,24.032,GNB,,ATL,L 24-27,False,3,3,100.0,1,2,50.0,0,6,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,False,Mason Crosby
2008,2008-10-12,6,6,24.039,GNB,@,SEA,W 27-17,False,3,3,100.0,2,2,100.0,0,9,0.0,1,0,1,0,0,0,,0,0,0,0,,,,,,,True,Mason Crosby
2008,2008-10-19,7,7,24.046,GNB,,IND,W 34-14,False,4,4,100.0,2,3,66.7,0,10,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Mason Crosby
2008,2008-11-02,8,9,24.060,GNB,@,TEN,L 16-19,False,1,1,100.0,3,3,100.0,0,10,0.0,1,0,1,0,0,0,,0,0,0,0,,,,,,,True,Mason Crosby
2008,2008-11-09,9,10,24.067,GNB,@,MIN,L 27-28,False,3,3,100.0,2,3,66.7,0,9,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,Mason Crosby
2008,2008-11-16,10,11,24.074,GNB,,CHI,W 37-3,False,4,4,100.0,3,3,100.0,0,13,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,False,Mason Crosby
2008,2008-11-24,11,12,24.082,GNB,@,NOR,L 29-51,False,3,3,100.0,,,,0,3,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,Mason Crosby
2008,2008-11-30,12,13,24.088,GNB,,CAR,L 31-35,False,2,2,100.0,3,3,100.0,0,11,0.0,1,0,1,0,0,0,,0,0,0,0,,,,,,,False,Mason Crosby
2008,2008-12-07,13,14,24.095,GNB,,HOU,L 21-24,False,3,3,100.0,,,,0,3,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Mason Crosby
2008,2008-12-14,14,15,24.102,GNB,@,JAX,L 16-20,False,1,1,100.0,3,3,100.0,0,10,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,Mason Crosby
2008,2008-12-22,15,16,24.110,GNB,@,CHI,L 17-20,False,2,2,100.0,1,3,33.3,0,5,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,Mason Crosby
2008,2008-12-28,16,17,24.116,GNB,,DET,W 31-21,False,4,4,100.0,1,2,50.0,0,7,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Mason Crosby
2009,2009-09-13,1,1,25.010,GNB,,CHI,W 21-15,False,1,1,100.0,2,3,66.7,0,7,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Mason Crosby
2009,2009-09-20,2,2,25.017,GNB,,CIN,L 24-31,False,3,3,100.0,1,2,50.0,0,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Mason Crosby
2009,2009-09-27,3,3,25.024,GNB,@,STL,W 36-17,False,3,4,75.0,3,3,100.0,0,12,0.0,1,0,1,0,0,0,,0,0,0,0,,,,,,,True,Mason Crosby
2009,2009-10-05,4,4,25.032,GNB,@,MIN,L 23-30,False,2,2,100.0,1,1,100.0,0,5,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,Mason Crosby
2009,2009-10-18,5,6,25.045,GNB,,DET,W 26-0,False,2,2,100.0,4,4,100.0,0,14,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Mason Crosby
2009,2009-10-25,6,7,25.052,GNB,@,CLE,W 31-3,False,4,4,100.0,1,2,50.0,0,7,0.0,0,1,1,0,0,0,,0,0,0,0,,,,,,,True,Mason Crosby
2009,2009-11-01,7,8,25.059,GNB,,MIN,L 26-38,False,2,2,100.0,2,3,66.7,0,8,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Mason Crosby
2009,2009-11-08,8,9,25.066,GNB,@,TAM,L 28-38,False,4,4,100.0,,,,0,4,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,Mason Crosby
2009,2009-11-15,9,10,25.073,GNB,,DAL,W 17-7,False,2,2,100.0,1,2,50.0,0,5,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Mason Crosby
2009,2009-11-22,10,11,25.080,GNB,,SFO,W 30-24,False,3,3,100.0,3,3,100.0,0,12,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Mason Crosby
2009,2009-11-26,11,12,25.084,GNB,@,DET,W 34-12,False,4,4,100.0,2,3,66.7,0,10,0.0,1,0,1,0,0,0,,0,0,0,0,,,,,,,True,Mason Crosby
2009,2009-12-07,12,13,25.095,GNB,,BAL,W 27-14,False,3,3,100.0,2,3,66.7,0,9,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Mason Crosby
2009,2009-12-13,13,14,25.101,GNB,@,CHI,W 21-14,False,1,1,100.0,2,3,66.7,0,7,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,Mason Crosby
