Year,Date,G#,Week,Age,Tm,Opp,GS,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Yds,Passing_TD,Passing_Int,Passing_Rate,Passing_Sk,Passing_Yds.1,Passing_Y/A,Passing_AY/A,Scoring_2PM,Scoring_TD,Scoring_Pts,Def Interceptions_Int,Def Interceptions_Yds,Def Interceptions_TD,Def Interceptions_PD,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Win,Score,Opp Score,Player
2006,2006-10-29,7,8,23.250,CLE,NYJ,True,4,2,21,10.50,0,50.0%,5.25,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,False,True,20,13,Braylon Edwards
2006,2006-11-05,8,9,23.257,CLE,SDG,True,12,7,66,9.43,1,58.3%,5.50,1,8,8.00,0,0,0,,0,0,0,,,,,,,1,6,0,0,0,0,0,,0,0,0,0,,,,,,,True,False,25,32,Braylon Edwards
2006,2006-11-12,9,10,23.264,CLE,ATL,True,5,3,31,10.33,1,60.0%,6.20,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0,0,0,0,0,,0,0,0,0,,,,,,,True,True,17,13,Braylon Edwards
2006,2006-11-19,10,11,23.271,CLE,PIT,True,10,7,137,19.57,0,70.0%,13.70,1,-8,-8.00,0,0,0,,0,0,0,,,,,,,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,False,False,20,24,Braylon Edwards
2006,2006-11-26,11,12,23.278,CLE,CIN,True,4,2,29,14.50,0,50.0%,7.25,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,False,False,0,30,Braylon Edwards
2006,2006-12-03,12,13,23.285,CLE,KAN,True,6,3,36,12.00,1,50.0%,6.00,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0,0,0,0,0,,0,0,0,0,,,,,,,False,True,31,28,Braylon Edwards
2006,2006-12-07,13,14,23.289,CLE,PIT,True,7,4,86,21.50,1,57.1%,12.29,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0,0,0,0,0,,0,0,0,0,,,,,,,True,False,7,27,Braylon Edwards
2006,2006-12-17,14,15,23.299,CLE,BAL,True,9,5,68,13.60,1,55.6%,7.56,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0,0,0,0,0,,0,0,0,0,,,,,,,True,False,17,27,Braylon Edwards
2006,2006-12-24,15,16,23.306,CLE,TAM,False,7,2,7,3.50,0,28.6%,1.00,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,False,False,7,22,Braylon Edwards
2006,2006-12-31,16,17,23.313,CLE,HOU,True,10,4,46,11.50,0,40.0%,4.60,1,7,7.00,0,0,0,,0,0,0,,,,,,,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,True,False,6,14,Braylon Edwards
2007,2007-09-09,1,1,24.200,CLE,PIT,True,9,3,49,16.33,0,33.3%,5.44,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0,0,0,0,1,1,0,0,0,0,,,,,,,False,False,7,34,Braylon Edwards
2007,2007-09-16,2,2,24.207,CLE,CIN,True,14,8,146,18.25,2,57.1%,10.43,0,0,,0,0,0,,0,0,0,,,,,,,2,12,0,0,0,0,0,,0,0,0,0,,,,,,,False,True,51,45,Braylon Edwards
2007,2007-09-23,3,3,24.214,CLE,OAK,True,5,4,83,20.75,1,80.0%,16.60,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0,0,0,0,0,,0,0,0,0,,,,,,,True,False,24,26,Braylon Edwards
2007,2007-09-30,4,4,24.221,CLE,BAL,True,5,3,97,32.33,1,60.0%,19.40,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0,0,0,0,0,,0,0,0,0,,,,,,,False,True,27,13,Braylon Edwards
2007,2007-10-07,5,5,24.228,CLE,NWE,True,11,6,110,18.33,0,54.5%,10.00,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,True,False,17,34,Braylon Edwards
2007,2007-10-14,6,6,24.235,CLE,MIA,True,9,5,67,13.40,3,55.6%,7.44,0,0,,0,0,0,,0,0,0,,,,,,,3,18,0,0,0,0,0,,0,0,0,0,,,,,,,False,True,41,31,Braylon Edwards
2007,2007-10-28,7,8,24.249,CLE,STL,True,10,8,117,14.63,2,80.0%,11.70,0,0,,0,0,0,,0,0,0,,,,,,,2,12,0,0,0,0,0,,0,0,0,0,,,,,,,True,True,27,20,Braylon Edwards
2007,2007-11-04,8,9,24.256,CLE,SEA,True,11,5,67,13.40,0,45.5%,6.09,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,False,True,33,30,Braylon Edwards
2007,2007-11-11,9,10,24.263,CLE,PIT,True,7,1,16,16.00,1,14.3%,2.29,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0,0,0,0,0,,0,0,0,0,,,,,,,True,False,28,31,Braylon Edwards
2007,2007-11-18,10,11,24.270,CLE,BAL,True,15,8,85,10.63,0,53.3%,5.67,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0,0,0,0,1,1,0,0,0,0,,,,,,,True,True,33,30,Braylon Edwards
2007,2007-11-25,11,12,24.277,CLE,HOU,True,9,4,57,14.25,1,44.4%,6.33,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0,0,0,0,0,,0,0,0,0,,,,,,,False,True,27,17,Braylon Edwards
2007,2007-12-02,12,13,24.284,CLE,ARI,True,14,7,149,21.29,1,50.0%,10.64,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0,0,0,0,0,,0,0,0,0,,,,,,,True,False,21,27,Braylon Edwards
2007,2007-12-09,13,14,24.291,CLE,NYJ,True,6,3,63,21.00,1,50.0%,10.50,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0,0,0,0,1,0,0,0,0,0,,,,,,,True,True,24,18,Braylon Edwards
2007,2007-12-16,14,15,24.298,CLE,BUF,True,6,4,64,16.00,0,66.7%,10.67,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,False,True,8,0,Braylon Edwards
2007,2007-12-23,15,16,24.305,CLE,CIN,True,16,8,52,6.50,2,50.0%,3.25,0,0,,0,0,0,,0,0,0,,,,,,,2,12,0,0,0,0,0,,0,0,0,0,,,,,,,True,False,14,19,Braylon Edwards
2007,2007-12-30,16,17,24.312,CLE,SFO,True,7,3,67,22.33,1,42.9%,9.57,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0,0,0,0,0,,0,0,0,0,,,,,,,False,True,20,7,Braylon Edwards
2008,2008-09-07,1,1,25.199,CLE,DAL,True,9,2,14,7.00,0,22.2%,1.56,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,False,False,10,28,Braylon Edwards
2008,2008-09-14,2,2,25.206,CLE,PIT,True,9,3,32,10.67,0,33.3%,3.56,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,False,False,6,10,Braylon Edwards
2008,2008-09-21,3,3,25.213,CLE,BAL,True,7,3,27,9.00,0,42.9%,3.86,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,True,False,10,28,Braylon Edwards
2008,2008-09-28,4,4,25.220,CLE,CIN,True,5,3,22,7.33,1,60.0%,4.40,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0,0,0,0,0,,0,0,0,0,,,,,,,True,True,20,12,Braylon Edwards
2008,2008-10-13,5,6,25.235,CLE,NYG,True,6,5,154,30.80,1,83.3%,25.67,0,0,,0,0,0,,0,0,0,,,,,,1,1,8,0,0,0,0,0,,0,0,0,0,,,,,,,False,True,35,14,Braylon Edwards
2008,2008-10-19,6,7,25.241,CLE,WAS,True,13,4,58,14.50,0,30.8%,4.46,0,0,,0,0,0,,0,0,0,,,,,,1,0,2,0,0,0,0,0,,0,0,0,0,,,,,,,True,False,11,14,Braylon Edwards
2008,2008-10-26,7,8,25.248,CLE,JAX,True,6,2,64,32.00,0,33.3%,10.67,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,True,True,23,17,Braylon Edwards
2008,2008-11-02,8,9,25.255,CLE,BAL,True,9,4,86,21.50,1,44.4%,9.56,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0,0,0,0,0,,0,0,0,0,,,,,,,False,False,27,37,Braylon Edwards
2008,2008-11-06,9,10,25.259,CLE,DEN,True,6,1,15,15.00,0,16.7%,2.50,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,False,False,30,34,Braylon Edwards
2008,2008-11-17,10,11,25.270,CLE,BUF,True,16,8,104,13.00,0,50.0%,6.50,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,True,True,29,27,Braylon Edwards
2008,2008-11-23,11,12,25.276,CLE,HOU,True,15,5,85,17.00,0,33.3%,5.67,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,False,False,6,16,Braylon Edwards
2008,2008-11-30,12,13,25.283,CLE,IND,True,5,2,36,18.00,0,40.0%,7.20,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,False,False,6,10,Braylon Edwards
2008,2008-12-07,13,14,25.290,CLE,TEN,True,14,3,38,12.67,0,21.4%,2.71,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,True,False,9,28,Braylon Edwards
2008,2008-12-15,14,15,25.298,CLE,PHI,True,5,5,102,20.40,0,100.0%,20.40,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,True,False,10,30,Braylon Edwards
2008,2008-12-21,15,16,25.304,CLE,CIN,True,8,4,31,7.75,0,50.0%,3.88,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,False,False,0,14,Braylon Edwards
2008,2008-12-28,16,17,25.311,CLE,PIT,True,5,1,5,5.00,0,20.0%,1.00,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,True,False,0,31,Braylon Edwards
2009,2009-09-13,1,1,26.204,CLE,MIN,True,5,1,12,12.00,0,20.0%,2.40,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,False,False,20,34,Braylon Edwards
2009,2009-09-20,2,2,26.211,CLE,DEN,True,7,6,92,15.33,0,85.7%,13.14,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,True,False,6,27,Braylon Edwards
2009,2009-09-27,3,3,26.218,CLE,BAL,True,6,3,35,11.67,0,50.0%,5.83,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,True,False,3,34,Braylon Edwards
